Master Customer Name Canonical,Old Website,New Website,Old NAICS,New NAICS,Old Industry Detail,New Industry Detail,Enrichment Status,Enrichment Confidence,Enrichment Source,Attempt Count,Last Attempted At,Attempt Outcome
BIBLE CENTER CHURCH,,biblecenterchurch.com,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 09:57:03,
BIBLE HARRIS SMITH PC,,bhspc.com,,541211,,CPA Firm,Verified,,Analyst,1,2026-01-20 09:57:03,
BILLERUD US PRODUCTION HOLDINGS,,,,,,,Deferred,,Analyst,1,2026-01-20 09:57:03,
BINFORD ELECTRIC,,binfordelectric.com,,238210,,Electrical Contractor,Verified,,Analyst,1,2026-01-20 09:57:03,
BISCAN CONSTRUCTION,,biscanconstruction.com,,236220,,General Contractor,Verified,,Analyst,1,2026-01-20 09:57:03,
BISHOP FENWICK HIGH SCHOOL,,bishopfenwickhs.org,,611110,,Private High School,Verified,,Analyst,1,2026-01-20 09:57:03,
BLAINE CONSTRUCTION,,blaineconstruction.com,,236220,,General Contractor,Verified,,Analyst,1,2026-01-20 09:57:03,
BLOUNT MEMORIAL HOSPITAL,,prismahealth.org,,622110,,General Medical & Surgical Hospitals,Verified,,Analyst,1,2026-01-20 09:57:03,
BLUEGRASS COMMUNITY HOSPITAL,,centerpointhealth.com,,622110,,General Medical & Surgical Hospitals,Verified,,Analyst,1,2026-01-20 09:57:03,
BOONE COUNTY COURTHOUSE,,boonecounty.in.gov,,921110,,Local Government,Verified,,Analyst,1,2026-01-20 09:57:03,
BOONE COUNTY FISCAL COURT,,boonecountyky.org,,921110,,Local Government,Verified,,Analyst,1,2026-01-20 09:57:03,
BOUMA CONSTRUCTION,,boumaconstruction.com,,236220,,General Contractor,Verified,,Analyst,1,2026-01-20 09:57:03,
BOYD COUNTY FISCAL COURT,,boydcountyky.gov,,921110,,Local Government,Verified,,Analyst,1,2026-01-20 09:57:03,
BRENTWOOD BAPTIST CHURCH,,brentwoodbaptist.com,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 09:57:03,
BRETON AVENIR CONSTRUCTION SERVICES,,bretonavenir.com,,236220,,Construction Services,Verified,,Analyst,1,2026-01-20 09:57:03,
BROADDUS HOSPITAL,,davishealthsystem.org,,622110,,General Medical & Surgical Hospitals,Verified,,Analyst,1,2026-01-20 09:57:03,
BRUNEMANN BROS CONSTRUCTION,,,,,,,Deferred,,Analyst,1,2026-01-20 09:57:03,
BRYANTJONES INSURANCE AND FINANCIAL SERVICES,,statefarm.com,,524210,,Insurance Agency,Verified,,Analyst,1,2026-01-20 09:57:03,
BUCKEYE POWER,,ohioec.org,,221112,,Electric Power Generation,Verified,,Analyst,1,2026-01-20 09:57:03,
BULLITT COUNTY FISCAL COURT,,bullittky.com,,921110,,Local Government,Verified,,Analyst,1,2026-01-20 09:57:03,
BULLITT COUNTY PUBLIC LIBRARY,,bcplib.org,,519120,,Public Library,Verified,,Analyst,1,2026-01-20 09:57:03,
BUNNELL HILL CONSTRUCTION,,schuelergroup.com,,236220,,Commercial Construction,Verified,,Analyst,1,2026-01-20 09:57:03,
BURKEAILEY CONSTRUCTION,,burke-ailey.com,,236220,,General Contractor,Verified,,Analyst,1,2026-01-20 09:57:03,
CO VENTAS HEALTHCARE REALTY,,ventasreit.com,,531120,,Healthcare REIT,Verified,,Analyst,1,2026-01-20 09:57:03,
CALVARY EPISCOPAL CHURCH,,calvaryclifton.org,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 09:57:03,
CAMBRIDGE CITY PUBLIC LIBRARY,,ccitypl.org,,519120,,Public Library,Verified,,Analyst,1,2026-01-20 09:57:03,
CAPSTAR BANK,,capstarbank.com,,522110,,Commercial Banking,Verified,,Analyst,1,2026-01-20 09:57:03,
CARLEX GLASS AMERICA NASHVILLE GLASS PLANT GD02A,,carlex.com,,327211,,Automotive Glass Mfg,Verified,,Analyst,1,2026-01-20 09:57:03,
CARRERA CONSTRUCTION,,carrerabuilds.com,,236220,,General Contractor,Verified,,Analyst,1,2026-01-20 09:57:03,
CASEY COUNTY HOSPITAL,,caseycountyhospital.com,,622110,,General Medical & Surgical Hospitals,Verified,,Analyst,1,2026-01-20 09:57:03,
CENTENNIAL MEDICAL CENTER NASH,,tristarcentennial.com,,622110,,General Medical & Surgical Hospitals,Verified,,Analyst,1,2026-01-20 09:57:03,
CENTRAL BAPTIST CHURCH WINCHESTER,,cbcwinchester.com,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 09:57:03,
CENTURY CONSTRUCTION,,centuryconstructioninc.com,,236220,,General Contractor,Verified,,Analyst,1,2026-01-20 09:57:03,
