Master Customer Name Canonical,Old Website,New Website,Old NAICS,New NAICS,Old Industry Detail,New Industry Detail,Enrichment Status,Enrichment Confidence,Enrichment Source,Attempt Count,Last Attempted At,Attempt Outcome
ROOKWOOD HOTEL PARTNERS II,,marriott.com,,721110,,Hotel (Courtyard Rookwood),Verified,High,Analyst,1,2026-01-21 14:04:42,
ROUGH BROTHERS,,roughbros.com,,236220,,Greenhouse Design & Construction,Verified,High,Analyst,1,2026-01-21 14:04:42,
ROUSE COMPANIES,,,,531312,,Nonresidential Property Management,Verified,High,Analyst,1,2026-01-21 14:04:42,
ROYAL CANIN NORTH AMERICA,,royalcanin.com,,311111,,Pet Food Manufacturing,Verified,High,Analyst,1,2026-01-21 14:04:42,
RPC MECHANICAL,,rpcmechanical.com,,238220,,Mechanical Contractor,Verified,High,Analyst,1,2026-01-21 14:04:42,
RSC MECHANICAL,,rscmech.com,,238220,,Mechanical/HVAC Contractor,Verified,High,Analyst,1,2026-01-21 14:04:42,
RUBBERSEAL PRODUCTS,,medallionrefinish.com,,326299,,Rubber Product Manufacturing,Verified,High,Analyst,1,2026-01-21 14:04:42,
RUDD EQUIPMENT,,ruddequipment.com,,423810,,Heavy Equipment Dealership,Verified,High,Analyst,1,2026-01-21 14:04:42,
RUE GILT GROUPE,,ruegiltgroupe.com,,448140,,E-commerce Fashion Retail,Verified,High,Analyst,1,2026-01-21 14:04:42,
RURALMETRO,,ruralmetrofire.com,,621910,,Ambulance Services,Verified,High,Analyst,1,2026-01-21 14:04:42,
RUSH ENTERPRISES,,rushenterprises.com,,423110,,Truck Dealership/Wholesale,Verified,High,Analyst,1,2026-01-21 14:04:42,
RUSH TRUCK CENTERS,,rushtruckcenters.com,,423110,,Truck Dealership/Wholesale,Verified,High,Analyst,1,2026-01-21 14:04:42,
RUSTICI SOFTWARE,,rustici.com,,511210,,eLearning Software,Verified,High,Analyst,1,2026-01-21 14:04:42,
RYAN FIRE PROTECTION,,ryanfp.com,,238220,,Fire Protection Contractor,Verified,High,Analyst,1,2026-01-21 14:04:42,
RYAN REMODELING,,ryanremodeling.com,,236118,,Residential Remodeler,Verified,High,Analyst,1,2026-01-21 14:04:42,
RYDER LOGISTICS 6517,,ryder.com,,493110,,Logistics & Warehousing (Ryder),Verified,High,Analyst,1,2026-01-21 14:04:42,
RYDER LOGISTICS BUCKNER KY,,ryder.com,,493110,,Logistics & Warehousing (Ryder),Verified,High,Analyst,1,2026-01-21 14:04:42,
SA RECYCLING,,sarecycling.com,,562920,,Materials Recovery / Recycling,Verified,High,Analyst,1,2026-01-21 14:04:42,
SALON LOFTS,,salonlofts.com,,531120,,Salon Suite Leasing,Verified,High,Analyst,1,2026-01-21 14:04:42,
SALT AND LIGHT SALON AND SPA,,saltandlightsalonandspa.com,,812199,,Personal Care Services (Spa),Verified,High,Analyst,1,2026-01-21 14:04:42,
SAM ASH MUSIC,,samash.com,,459140,,Musical Instrument Retail,Verified,High,Analyst,1,2026-01-21 14:04:42,
SAMUEL ADAMS BREWING,,samueladams.com,,312120,,Brewery (Boston Beer Co),Verified,High,Analyst,1,2026-01-21 14:04:42,
SANDVIK,,home.sandvik,,331221,,Industrial Tool Manufacturing,Verified,High,Analyst,1,2026-01-21 14:04:42,
SANDVIK ABC,,home.sandvik,,331221,,Industrial Tool Manufacturing,Verified,High,Analyst,1,2026-01-21 14:04:42,
SANDWICH SQUAD,,,,722513,,Limited-Service Restaurant,Verified,High,Analyst,1,2026-01-21 14:04:42,
SARGENT AND GREENLEAF,,sargentandgreenleaf.com,,332510,,Security Hardware Manufacturing,Verified,High,Analyst,1,2026-01-21 14:04:42,
SAYRE SCHOOL,,sayreschool.org,,611110,,Private K-12 School,Verified,High,Analyst,1,2026-01-21 14:04:42,
SAZERAC OF INDIANA,,sazerac.com,,312140,,Distillery (Northwest Ordinance),Verified,High,Analyst,1,2026-01-21 14:04:42,
SCGIV KARCHS CROSSING,,,,,,,Deferred,,Analyst,1,2026-01-21 14:04:42,
SCGIXHARVEST TOWNE,,trioutadvisory.com,,531120,,Shopping Center Management (Harvest Towne),Verified,High,Analyst,1,2026-01-21 14:04:42,
