Master Customer Name Canonical,Old Website,New Website,Old NAICS,New NAICS,Old Industry Detail,New Industry Detail,Enrichment Status,Enrichment Confidence,Enrichment Source,Attempt Count,Last Attempted At,Attempt Outcome
MARY QUEEN OF HEAVEN PARISH,,mqhparish.com,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:24:12,
MARY QUEEN OF THE HOLY ROSARY,,mqhr.org,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:24:12,
MARY RUTAN HOSPITAL,,maryrutan.org,,622110,,General Hospital,Verified,,Analyst,1,2026-01-20 11:24:12,
MASSEY CONSTRUCTION DBA MASSEY MECHANICAL,,masseymechanical.com,,238220,,Mechanical Contractor,Verified,,Analyst,1,2026-01-20 11:24:12,
MATANDY STEEL AND METAL PRODUCTS,,matandy.com,,331221,,Cold-Rolled Steel Manufacturing,Verified,,Analyst,1,2026-01-20 11:24:12,
MATANDY STEEL AND METALS,,matandy.com,,331221,,Cold-Rolled Steel Manufacturing,Verified,,Analyst,1,2026-01-20 11:24:12,
MAYERS CONSTRUCTION,,mayerscnr.com,,236118,,Residential Remodel,Verified,,Analyst,1,2026-01-20 11:24:12,
MAYFIELD CLINIC,,mayfieldclinic.com,,621111,,Neurological Surgery Office,Verified,,Analyst,1,2026-01-20 11:24:12,
MAYFIELD MEDICAL,,mayfieldclinic.com,,621111,,Neurological Surgery Office,Verified,,Analyst,1,2026-01-20 11:24:12,
MEANS ADULT PRIMARY CARE CLINIC,,meansclinic.com,,621111,,Primary Care Clinic,Verified,,Analyst,1,2026-01-20 11:24:12,
MEGEN CONSTRUCTION,,megenconstruction.com,,236220,,Commercial Construction,Verified,,Analyst,1,2026-01-20 11:24:12,
MESSER CONSTRUCTION,,messer.com,,236220,,Commercial Construction,Verified,,Analyst,1,2026-01-20 11:24:12,
METCALFE COUNTY FISCAL COURT,,metcalfecounty.ky.gov,,921110,,Local Government,Verified,,Analyst,1,2026-01-20 11:24:12,
MIDDLE TENNESSEE CHRISTIAN SCHOOL,,mtcscougars.org,,611110,,Private School,Verified,,Analyst,1,2026-01-20 11:24:12,
MIDWEST BUILDERS,,,,236220,,General Contractor,Verified,,Analyst,1,2026-01-20 11:24:12,
MILJAVAC ELECTRIC,,,,238210,,Electrical Contractor,Verified,,Analyst,1,2026-01-20 11:24:12,
MILL CREEK BAPTIST CHURCH,,millcreekbc.org,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:24:12,
MINISTRY BRANDS,,ministrybrands.com,,511210,,Church Management Software,Verified,,Analyst,1,2026-01-20 11:24:12,
MITSUBISHI ELECTRIC US COOLING AND HEATING,,mitsubishicomfort.com,,333415,,HVAC Manufacturing,Verified,,Analyst,1,2026-01-20 11:24:12,
MJ HARRIS CONSTRUCTION SERVICES,,mjharris.com,,236220,,Commercial Construction,Verified,,Analyst,1,2026-01-20 11:24:12,
MONROE COUNTY JUSTICE CENTER,,,,,,,Deferred,,Analyst,1,2026-01-20 11:24:12,
MONTGOMERY ANIMAL HOSPITAL,,montgomeryanimalhospital.com,,541940,,Veterinary Services,Verified,,Analyst,1,2026-01-20 11:24:12,
MONTGOMERY COMMUNITY BAPTIST CHURCH MONTGOMERY ROAD,,mcc.church,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:24:12,
MONTGOMERY COMMUNITY CHURCH,,mcc.church,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:24:12,
MONTGOMERY COUNTY EDUCATION CENTER,,mcesc.org,,611710,,Educational Support Services,Verified,,Analyst,1,2026-01-20 11:24:12,
MONTGOMERY GENERAL HOSPITAL,,mghwv.org,,622110,,General Hospital,Verified,,Analyst,1,2026-01-20 11:24:12,
MOREHEAD UTILITY PLANT BOARD WATER TREAMENT PLANT,,mupb.com,,221310,,Water Treatment Facility,Verified,,Analyst,1,2026-01-20 11:24:12,
MORRISTOWN UTILITY SYSTEMS,,musfiber.com,,221122,,Electric Power Distribution,Verified,,Analyst,1,2026-01-20 11:24:12,
MORTGAGE NETWORK,,mortgagenetwork.com,,522292,,Mortgage Lending,Verified,,Analyst,1,2026-01-20 11:24:12,
MRA ADVERTISINGPRODUCTION SUPPORT SERVICES,,mraservices.com,,541810,,Advertising Agency,Verified,,Analyst,1,2026-01-20 11:24:12,
MSD OF DECATUR TOWNSHIP,,decaturproud.org,,611110,,Public School District,Verified,,Analyst,1,2026-01-20 11:24:12,
MWI ANIMAL HEALTH,,mwiah.com,,424210,,Wholesale Veterinary Supplies,Verified,,Analyst,1,2026-01-20 11:24:12,
N SALON,,,,,,,Deferred,,Analyst,1,2026-01-20 11:24:12,
NASHVILLE GENERAL HOSPITAL,,nashvillegeneral.org,,622110,,General Hospital,Verified,,Analyst,1,2026-01-20 11:24:12,
