Master Customer Name Canonical,Old Website,New Website,Old NAICS,New NAICS,Old Industry Detail,New Industry Detail,Enrichment Status,Enrichment Confidence,Enrichment Source,Attempt Count,Last Attempted At,Attempt Outcome
TEKWORX,,tekworx.us,,541690,,Energy Optimization Services,Verified,High,Analyst,1,2026-01-21 14:58:40,
TELEDYNE,,teledynebrown.com,,336413,,Aerospace & Defense Manufacturing,Verified,High,Analyst,1,2026-01-21 14:58:40,
TENDER MERCIES,,tendermerciesinc.org,,624221,,Temporary Shelters & Social Services,Verified,High,Analyst,1,2026-01-21 14:58:40,
TENNESSEAN HOA BILLING,,thetennesseanhotel.com,,721110,,Hotel & Residences (The Tennessean),Verified,High,Analyst,1,2026-01-21 14:58:40,
TENNESSEE CANCER SPECIALISTS,,tncancer.com,,621111,,Oncology Medical Practice,Verified,High,Analyst,1,2026-01-21 14:58:40,
TENNESSEE ENDOSCOPY CENTER,,tnendoscopy.com,,621493,,Ambulatory Surgery Center,Verified,High,Analyst,1,2026-01-21 14:58:40,
TENNISPOINT,,tennis-point.com,,454110,,E-commerce Sporting Goods,Verified,High,Analyst,1,2026-01-21 14:58:40,
TERILLIUM,,terillium.com,,541512,,ERP Consulting Services,Verified,High,Analyst,1,2026-01-21 14:58:40,
THALER MACHINE,,thalerdefense.com,,332710,,Machine Shop (Defense Systems),Verified,High,Analyst,1,2026-01-21 14:58:40,
PAIN TREATMENT CENTER,,pain-ptc.com,,621498,,Outpatient Pain Management,Verified,High,Analyst,1,2026-01-21 14:58:40,
PICKLE LODGE,,thepicklelodge.com,,713940,,Fitness & Recreational Sports Center,Verified,High,Analyst,1,2026-01-21 14:58:40,
PROCTOR AND GAMBLE,,pg.com,,325611,,Consumer Products Manufacturing,Verified,High,Analyst,1,2026-01-21 14:58:40,
THERMAL CARE,,thermalcare.com,,333415,,Industrial Cooling Equipment Mfg,Verified,High,Analyst,1,2026-01-21 14:58:40,
THIRD EYE BREWING,,thirdeyebrewingco.com,,312120,,Craft Brewery,Verified,High,Analyst,1,2026-01-21 14:58:40,
THIRD ROCK CONSULTANTS,,thirdrockconsultants.com,,541620,,Environmental Consulting Services,Verified,High,Analyst,1,2026-01-21 14:58:40,
THOMPSON HINE LLP,,thompsonhine.com,,541110,,Law Firm,Verified,High,Analyst,1,2026-01-21 14:58:40,
THREE RIVERS SHEET METAL,,3riverssm.com,,238220,,HVAC & Sheet Metal Contractor,Verified,High,Analyst,1,2026-01-21 14:58:40,
TIPPECANOE SCHOOL,,tsc.k12.in.us,,611110,,Public School District,Verified,High,Analyst,1,2026-01-21 14:58:40,
TKO GRAPHIX,,tkographix.com,,339950,,Sign & Graphics Manufacturing,Verified,High,Analyst,1,2026-01-21 14:58:40,
TLG PETERBILT,,tlgtrucks.com,,441110,,Commercial Truck Dealer,Verified,High,Analyst,1,2026-01-21 14:58:40,
TLP 117 COLLINS,,tradelaneproperties.com,,531120,,Industrial Real Estate Lessor,Verified,High,Analyst,1,2026-01-21 14:58:40,
TOLSMA LEGACY TRUST,,,,,,,Deferred,,Analyst,1,2026-01-21 14:58:40,
TOPGOLF,,topgolf.com,,713990,,Amusement & Recreation Industry,Verified,High,Analyst,1,2026-01-21 14:58:40,
TOPGOLF NASHVILLE,,topgolf.com,,713990,,Amusement & Recreation Industry,Verified,High,Analyst,1,2026-01-21 14:58:40,
TOPURA AMERICA FASTENER,,topura.co.jp,,332722,,Industrial Fastener Manufacturing,Verified,High,Analyst,1,2026-01-21 14:58:40,
TOTAL RESTORATION SOLUTIONS,,totalrestorationsolutions.com,,562910,,Remediation & Restoration Services,Verified,High,Analyst,1,2026-01-21 14:58:40,
TOWER CONDOMINIUMS,,,,,,,Deferred,,Analyst,1,2026-01-21 14:58:40,
TOWN AND COUNTRY FORD,,townandcountryford.com,,441110,,New Car Dealer,Verified,High,Analyst,1,2026-01-21 14:58:40,
TP MECHANICAL,,tpmechanical.com,,238220,,Mechanical Contractor,Verified,High,Analyst,1,2026-01-21 14:58:40,
TPG PLASTICS,,garageboss.com,,326199,,Plastics Product Manufacturing,Verified,High,Analyst,1,2026-01-21 14:58:40,
