Master Customer Name Canonical,Old Website,New Website,Old NAICS,New NAICS,Old Industry Detail,New Industry Detail,Enrichment Status,Enrichment Confidence,Enrichment Source,Attempt Count,Last Attempted At,Attempt Outcome
LIBERTY DIALYSIS OF NORWOOD,,freseniuskidneycare.com,,621492,,Kidney Dialysis Center,Verified,,Analyst,1,2026-01-21 11:38:08,
LIBERTY MARKING SYSTEMS,,libertymarking.com,,333999,,Industrial Marking Equipment Manufacturing,Verified,,Analyst,1,2026-01-21 11:38:08,
LICHTENBERG CONSTUCTION,,lichtenbergconstruction.com,,236220,,General Contractor,Verified,,Analyst,1,2026-01-21 11:38:08,
LINDYDAYTON TOWERS,,lindyproperty.com,,531110,,Residential Property Management,Verified,,Analyst,1,2026-01-21 11:38:08,
LINK BELT CRANES,,linkbelt.com,,333120,,Crane Manufacturing,Verified,,Analyst,1,2026-01-21 11:38:08,
LINK LOGISTICS,,linklogistics.com,,531120,,Logistics Real Estate,Verified,,Analyst,1,2026-01-21 11:38:08,
LINKS UNLIMITED,,linksunlimited.com,,541890,,Corporate Gifting and Promotional Services,Verified,,Analyst,1,2026-01-21 11:38:08,
LIPPERT COMPONENTS,,lci1.com,,336390,,RV and Marine Components Manufacturing,Verified,,Analyst,1,2026-01-21 11:38:08,
LIQUIDITY SERVICES,,liquidityservices.com,,561990,,Surplus Asset Management and Auctions,Verified,,Analyst,1,2026-01-21 11:38:08,
LITHKO CONTRACTING,,lithko.com,,238110,,Concrete Construction,Verified,,Analyst,1,2026-01-21 11:38:08,
LOREAL USA,,lorealusa.com,,325620,,Cosmetics Manufacturing,Verified,,Analyst,1,2026-01-21 11:38:08,
LOUISVILLE BEDDING,,louisvillebeddingcompany.com,,337910,,Bedding Manufacturing,Verified,,Analyst,1,2026-01-21 11:38:08,
LOUISVILLE CENTRAL COMMUNITY CENTER,,lcccnews.org,,624190,,Community Center / Non-Profit,Verified,,Analyst,1,2026-01-21 11:38:08,
LOUISVILLE ENDOSCOPY CENTER,,louisvilleendoscopycenter.com,,624190,,Ambulatory Surgical Center,Verified,,Analyst,1,2026-01-21 11:38:08,
LOUISVILLE PUBLC WAREHOUSE DBA AMERICA PLACE,,americaplace.com,,493110,,Warehousing and Logistics Park,Verified,,Analyst,1,2026-01-21 11:38:08,
LOWES,,lowes.com,,444110,,Home Improvement Retail,Verified,,Analyst,1,2026-01-21 11:38:08,
LUCAS OIL LATE MODEL DIRT SERIES,,lucasdirt.com,,711310,,Motorsports Promotion,Verified,,Analyst,1,2026-01-21 11:38:08,
LULULEMON,,shop.lululemon.com,,448190,,Athletic Apparel Retail,Verified,,Analyst,1,2026-01-21 11:38:08,
LULULEMON USA,,shop.lululemon.com,,448190,,Athletic Apparel Retail,Verified,,Analyst,1,2026-01-21 11:38:08,
LUXOTTICA RETAIL,,essilorluxottica.com,,446130,,Optical Retail / Eyewear Manufacturing,Verified,,Analyst,1,2026-01-21 11:38:08,
LW OFFICE FURNITURE WAREHOUSE,,lwofficefurniture.com,,423210,,Office Furniture Distribution,Verified,,Analyst,1,2026-01-21 11:38:08,
M AND H CABINETS,,mandhcustomcabinets.com,,337110,,Custom Cabinet Manufacturing,Verified,,Analyst,1,2026-01-21 11:38:08,
ME LYONS YMCA,,myy.org,,813410,,YMCA / Community Recreation,Verified,,Analyst,1,2026-01-21 11:38:08,
MAC PAPERS NASHVILLE,,macpapers.com,,424110,,Paper and Packaging Distribution,Verified,,Analyst,1,2026-01-21 11:38:08,
MACOMB GROUP,,macombgroup.com,,423830,,"Pipe, Valves, and Fittings Distribution",Verified,,Analyst,1,2026-01-21 11:38:08,
MACYS BACKSTAGE DISTRIBUTION CENTER,,macysbackstage.com,,493110,,Retail Distribution Center,Verified,,Analyst,1,2026-01-21 11:38:08,
MAGNOLIA CAPITAL INVESTMENTS,,magnoliainv.com,,531120,,Commercial Real Estate Investment,Verified,,Analyst,1,2026-01-21 11:38:08,
MAGNOLIA CHEROKEE MILLS LP,,magnoliainv.com,,531120,,Commercial Real Estate Investment,Verified,,Analyst,1,2026-01-21 11:38:08,
MAGNOLIA HILLSBORO LP,,magnoliainv.com,,531120,,Commercial Real Estate Investment,Verified,,Analyst,1,2026-01-21 11:38:08,
MAGNUM PIERING,,magnumpiering.com,,332312,,Steel Piling and Foundation Products Manufacturing,Verified,,Analyst,1,2026-01-21 11:38:08,
