Master Customer Name Canonical,Old Website,New Website,Old NAICS,New NAICS,Old Industry Detail,New Industry Detail,Enrichment Status,Enrichment Confidence,Enrichment Source,Attempt Count,Last Attempted At,Attempt Outcome
OHIO VALLEY ELECTRICAL SERVICES,,ohiovalleyelectric.com,,238210,,Electrical Contractor,Verified,High,Analyst,1,2026-01-21 12:57:40,
OIA GLOBAL,,oiaglobal.com,,488510,,Logistics & Freight Forwarding,Verified,High,Analyst,1,2026-01-21 12:57:40,
OLD TIME POTTERY,,oldtimepottery.com,,442299,,Home Decor Retail,Verified,High,Analyst,1,2026-01-21 12:57:40,
OLD TIME POTTERY BILLING,,oldtimepottery.com,,442299,,Home Decor Retail,Verified,High,Analyst,1,2026-01-21 12:57:40,
OLLIES BARGAIN OUTLET,,ollies.us,,452319,,Discount Retail,Verified,High,Analyst,1,2026-01-21 12:57:40,
OLYMBEC USA,,olymbec.com,,531120,,Industrial Real Estate,Verified,High,Analyst,1,2026-01-21 12:57:40,
OROURKE WRECKING,,orourkewrecking.com,,238910,,Demolition Contractor,Verified,High,Analyst,1,2026-01-21 12:57:40,
ORSANCO,,orsanco.org,,921190,,Environmental Commission (Ohio River),Verified,High,Analyst,1,2026-01-21 12:57:40,
ORTHOPEDIC SPORTS MEDICINE,,premierhealth.com,,621111,,Orthopedic Practice (Premier Health),Verified,High,Analyst,1,2026-01-21 12:57:40,
OSBORN ENTERPRISES,,,,531312,,Commercial Real Estate Development,Verified,High,Analyst,1,2026-01-21 12:57:40,
OSWALD,,oswaldco.com,,236220,,Commercial Construction (Oswald Company),Verified,High,Analyst,1,2026-01-21 12:57:40,
OTC INDUSTRIAL TECHNOLOGIES,,otcindustrial.com,,423830,,Industrial Equipment Distributor,Verified,High,Analyst,1,2026-01-21 12:57:40,
OTTERBEIN HOMES,,otterbein.org,,623311,,Senior Living Community,Verified,High,Analyst,1,2026-01-21 12:57:40,
OUTPOST ARMORY,,theoutpostarmory.com,,453998,,Firearms Retail,Verified,High,Analyst,1,2026-01-21 12:57:40,
OVER THE RHINE COMMUNITY HOUSING,,otrch.org,,813311,,Community Housing (Non-Profit),Verified,High,Analyst,1,2026-01-21 12:57:40,
OVERHEAD DOOR OF GREATER CINCINNATI,,overheaddoorcincy.com,,238290,,Garage Door Contractor,Verified,High,Analyst,1,2026-01-21 12:57:40,
PALM RIDGE CAPITAL GROUP,,palmridgecapital.com,,523910,,Investment Firm,Verified,High,Analyst,1,2026-01-21 12:57:40,
PALMER CONSERVATION CONSULTING,,palmerc2.com,,541690,,Energy Conservation Consulting,Verified,High,Analyst,1,2026-01-21 12:57:40,
PANDORA JEWLLERY,,pandora.net,,448310,,Jewelry Retail,Verified,High,Analyst,1,2026-01-21 12:57:40,
PANDORA S9,,pandora.net,,448310,,Jewelry Retail (S9 Brand),Verified,High,Analyst,1,2026-01-21 12:57:40,
PARIS BOURBON COUNTY YMCA,,parisbourbonymca.org,,813410,,YMCA Community Center,Verified,High,Analyst,1,2026-01-21 12:57:40,
PARK PLACE AT LYTLE,,parkplaceatlytle.com,,531110,,Residential Property Management,Verified,High,Analyst,1,2026-01-21 12:57:40,
PARKSTONE INDIANAPOLIS,,groupimcrealestate.com,,531120,,Commercial Office Complex (Parkstone),Verified,High,Analyst,1,2026-01-21 12:57:40,
PASTELITOS CUBAN BAKERY,,pastelitoscubanbakery.com,,722513,,Bakery / Food Service,Verified,High,Analyst,1,2026-01-21 12:57:40,
PATHOLOGY AND CYTOLOGY LAB,,pandclab.com,,621511,,Medical Laboratory,Verified,High,Analyst,1,2026-01-21 12:57:40,
PATTI ENGINEERING,,pattiengineering.com,,541330,,Control Systems Engineering,Verified,High,Analyst,1,2026-01-21 12:57:40,
PD PHARMATECH,,particledynamics.com,,325412,,Pharmaceutical Manufacturing Services,Verified,High,Analyst,1,2026-01-21 12:57:40,
PEACOCK NORTHGATE,,peacockcre.com,,531120,,Commercial Real Estate Management,Verified,High,Analyst,1,2026-01-21 12:57:40,
PEARSON VUE INDY,,pearsonvue.com,,611710,,Professional Testing Services,Verified,High,Analyst,1,2026-01-21 12:57:40,
PEARSON VUE LEX,,pearsonvue.com,,611710,,Professional Testing Services,Verified,High,Analyst,1,2026-01-21 12:57:40,
