Master Customer Name Canonical,Old Website,New Website,Old NAICS,New NAICS,Old Industry Detail,New Industry Detail,Enrichment Status,Enrichment Confidence,Enrichment Source,Attempt Count,Last Attempted At,Attempt Outcome
PAULY CONSTRUCTION,,paulyconstruction.com,,236115,,Residential General Contractor,Verified,,Analyst,1,2026-01-20 11:43:32,
PAX CHRISTI CATHOLIC CHURCH,,paxchristilex.org,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:43:32,
PENDLETON COMMUNITY PUBLIC LIBRARY,,pendleton.lib.in.us,,519120,,Public Library,Verified,,Analyst,1,2026-01-20 11:43:32,
PEPPER CONSTRUCTION,,pepperconstruction.com,,236220,,Commercial Construction,Verified,,Analyst,1,2026-01-20 11:43:32,
PERFORMANCE HEALTH,,performancehealth.com,,423450,,Medical Equipment Wholesaler,Verified,,Analyst,1,2026-01-20 11:43:32,
PHYSICIANS REGIONAL SURGERY CENTER,,,,,,,Deferred,,Analyst,1,2026-01-20 11:43:32,
PICKAWAY COUNTY COMMISSIONERS,,pickaway.org,,921110,,Local Government,Verified,,Analyst,1,2026-01-20 11:43:32,
PIKE COUNTY FISCAL COURT,,pikecountyky.gov,,921110,,Local Government,Verified,,Analyst,1,2026-01-20 11:43:32,
PLASTIC SURGERY INSTITUTE,,daytonplasticsurgery.com,,621111,,Physician Office (Plastic Surgery),Verified,,Analyst,1,2026-01-20 11:43:32,
PLUM CREEK CHRISTIAN CHURCH,,plumcreek.org,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:43:32,
PORTABLE AIR AND POWER,,portableairandpower.com,,532490,,Equipment Rental,Verified,,Analyst,1,2026-01-20 11:43:32,
PORTER MEMORIAL BAPTIST CHURCH,,portermemorial.org,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:43:32,
PROGRESSIVE FASTENING SYSTEMS DBA HTS CHEMICAL,,htspoly.com,,325520,,Adhesive Manufacturing,Verified,,Analyst,1,2026-01-20 11:43:32,
PROVISION HEALTH PARTNERS,,provisionproton.com,,621111,,Oncology Clinic,Verified,,Analyst,1,2026-01-20 11:43:32,
PRUS CONSTRUCTION,,prusconstruction.com,,237310,,Highway and Street Construction,Verified,,Analyst,1,2026-01-20 11:43:32,
PULASKI COUNTY PUBLIC LIBRARY,,pulaskipubliclibrary.org,,519120,,Public Library,Verified,,Analyst,1,2026-01-20 11:43:32,
PUTNAM COUNTY COMMISSIONERS,,putnamcountyohio.gov,,921110,,Local Government,Verified,,Analyst,1,2026-01-20 11:43:32,
RALEIGH GENERAL HOSPITAL,,raleighgeneral.com,,622110,,General Hospital,Verified,,Analyst,1,2026-01-20 11:43:32,
RAWLINGS FOUNDATION,,therawlingsfoundation.com,,813211,,Grantmaking Foundation,Verified,,Analyst,1,2026-01-20 11:43:32,
REBCO ELECTRIC,,rebcoelectric.com,,238210,,Electrical Contractor,Verified,,Analyst,1,2026-01-20 11:43:32,
RECOVERY POINT OF HUNTINGTON,,recoverypointwv.org,,623220,,Substance Abuse Treatment,Verified,,Analyst,1,2026-01-20 11:43:32,
REGAL POWER,,regalpts.com,,333613,,Power Transmission Equipment Mfg,Verified,,Analyst,1,2026-01-20 11:43:32,
REMOTE AREA MEDICAL HQ,,ramusa.org,,624190,,Social Assistance Organization,Verified,,Analyst,1,2026-01-20 11:43:32,
RESURRECTION MASON UNITED METHODIST CHURCH,,resurrectionmason.org,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:43:32,
RITEWAY PLUMBING AND HEATING,,,,238220,,Plumbing Contractor,Verified,,Analyst,1,2026-01-20 11:43:32,
RIVENDELL HEALTH BEHAVORIAL HEALTH SERVICES,,rivendellbehavioral.com,,622110,,Psychiatric Hospital,Verified,,Analyst,1,2026-01-20 11:43:32,
RIVER CITY BUILDERS,,rivercitiesbuildersinc.com,,237120,,Oil and Gas Construction,Verified,,Analyst,1,2026-01-20 11:43:32,
RIVERHILLS HEALTHCARE,,riverhillsneuro.com,,621111,,Neurology Clinic,Verified,,Analyst,1,2026-01-20 11:43:32,
RIVERSIDE BAPTIST CHURCH,,riversidebptchurch.com,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:43:32,
ROCKFORD CONSTRUCTION,,rockfordconstruction.com,,236220,,Commercial Construction,Verified,,Analyst,1,2026-01-20 11:43:32,
ROWAN COUNTY FISCAL COURT,,rcky.us,,921110,,Local Government,Verified,,Analyst,1,2026-01-20 11:43:32,
SACRED HEART CATHEDRAL,,shcathedral.org,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:43:32,
SAINT ANDREWS SEWANEE SCHOOL,,sasweb.org,,611110,,Private School,Verified,,Analyst,1,2026-01-20 11:43:32,
SAINT WILLIAM,,stwilliamcincinnati.org,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:43:32,
