Master Customer Name Canonical,Old Website,New Website,Old NAICS,New NAICS,Old Industry Detail,New Industry Detail,Enrichment Status,Enrichment Confidence,Enrichment Source,Attempt Count,Last Attempted At,Attempt Outcome
MERIDIAN MANAGEMENT,,,,531311,,Property Management,Verified,,Analyst,1,2026-01-19 15:54:29,
PRINCETON PROPERTIES,,,,531110,,Residential Rental Property,Verified,,Analyst,1,2026-01-19 15:54:29,
PRUDENT VENTURES,,hcrky.com,,531312,,Commercial Property Mgmt,Verified,,Analyst,1,2026-01-19 15:54:29,
PS BUSINESS MANAGEMENT,,psbmgmt.com,,541611,,Business Management,Verified,,Analyst,1,2026-01-19 15:54:29,
PYRAMIDS PARK PROPERTIES,,kennmar.com,,531312,,Commercial Property Mgmt,Verified,,Analyst,1,2026-01-19 15:54:29,
QUANTUM INVESTMENT AND MANAGEMENT,,,,531311,,Property Management,Verified,,Analyst,1,2026-01-19 15:54:29,
R AND R PROPERTIES,,rrproperties.com,,531120,,Real Estate Investment,Verified,,Analyst,1,2026-01-19 15:54:29,
REAL ESTATE PLACE COUNCIL OF,,,,813990,,Property Owners Association,Verified,,Analyst,1,2026-01-19 15:54:29,
REAL ESTATE RESOURCES,,reriwv.com,,531210,,Real Estate Services,Verified,,Analyst,1,2026-01-19 15:54:29,
REGENCY PROPERTIES,,regency-properties.com,,531120,,Commercial Real Estate Owner,Verified,,Analyst,1,2026-01-19 15:54:29,
RESICOM DEVELOPMENT,,,,531120,,Real Estate Development,Verified,,Analyst,1,2026-01-19 15:54:29,
RG PROPERTIES,,rgproperties.com,,531120,,Real Estate Development,Verified,,Analyst,1,2026-01-19 15:54:29,
RICOR INVESTMENT MANAGEMENT,,lee-associates.com,,531210,,Commercial Real Estate Brokerage,Verified,,Analyst,1,2026-01-19 15:54:29,
RNS PROPERTIES,,,,531120,,Real Estate Holding,Verified,,Analyst,1,2026-01-19 15:54:29,
RNS PROPERTIES II,,,,531120,,Real Estate Holding,Verified,,Analyst,1,2026-01-19 15:54:29,
ROBERT G CAMPBELL AND ASSOCIATES,,rgc-a.com,,541330,,Civil Engineering,Verified,,Analyst,1,2026-01-19 15:54:29,
ROOKWOOD ENCORE APARTMENTS,,onerookwood.com,,531110,,Residential Rental Property,Verified,,Analyst,1,2026-01-19 15:54:29,
ROY JORGENSON ASSOCIATES,,royjorgensen.com,,541611,,Facilities Maintenance Mgmt,Verified,,Analyst,1,2026-01-19 15:54:29,
RRHIQ,,,,531120,,Real Estate Holding,Verified,,Analyst,1,2026-01-19 15:54:29,
SANDOR DEVELOPMENT,,sandordev.com,,531120,,Retail Real Estate Development,Verified,,Analyst,1,2026-01-19 15:54:29,
