Master Customer Name Canonical,Old Website,New Website,Old NAICS,New NAICS,Old Industry Detail,New Industry Detail,Enrichment Status,Enrichment Confidence,Enrichment Source,Attempt Count,Last Attempted At,Attempt Outcome
MERCY ACADEMY,,mercyacademy.com,,611110,,Private High School,Verified,,Analyst,1,2026-01-19 15:46:39,
MIDDLE TENNEESSE STATE UNIVERSITY,,mtsu.edu,,611310,,Public University,Verified,,Analyst,1,2026-01-19 15:46:39,
MIDDLETOWN MANAGEMENT,,middletownhotelmanagement.com,,721110,,Hotel Management,Verified,,Analyst,1,2026-01-19 15:46:39,
MIG PARTNERS,,avisonyoung.com,,531312,,Commercial Property Mgmt,Verified,,Analyst,1,2026-01-19 15:46:39,
MOBEJOE HOLDINGS,,,,531120,,Real Estate Holding,Verified,,Analyst,1,2026-01-19 15:46:39,
MODERNFOLD,,modernfold.com,,332322,,Movable Walls Manufacturing,Verified,,Analyst,1,2026-01-19 15:46:39,
MOUNTAINEER CHALLENGE ACADEMY SOUTH,,wvchallenge.org,,611110,,Military School,Verified,,Analyst,1,2026-01-19 15:46:39,
NORTH AMERICAN PROPERTIES CINCINNATI,,naproperties.com,,531312,,Real Estate Development,Verified,,Analyst,1,2026-01-19 15:46:39,
NORTH COLLEGE HILL CITY SCHOOLS,,nchcityschools.org,,611110,,Public School District,Verified,,Analyst,1,2026-01-19 15:46:39,
NSG BUILDING MANAGEMENT,,nsg-inc.com,,561720,,Facilities Services,Verified,,Analyst,1,2026-01-19 15:46:39,
NTH CYCLE HOLDINGS,,nthcycle.com,,333298,,Battery Recycling Tech,Verified,,Analyst,1,2026-01-19 15:46:39,
O AND M HOLDINGS,,,,531120,,Real Estate Holding,Verified,,Analyst,1,2026-01-19 15:46:39,
ONEIL AND ASSOCIATES,,oneil.com,,541330,,Technical Documentation,Verified,,Analyst,1,2026-01-19 15:46:39,
PERFORMANCE PLACE GROUP,,,,531120,,Real Estate Partnership,Verified,,Analyst,1,2026-01-19 15:46:39,
PHILLIPS MANAGEMENT AND SERVICES,,,,531311,,Property Management,Verified,,Analyst,1,2026-01-19 15:46:39,
PHYSICIANS REALTY TRUST,,docreit.com,,531120,,Healthcare REIT,Verified,,Analyst,1,2026-01-19 15:46:39,
PROLINE DEVELOPMENT DBA PROLINE TECHNOLOGY,,prolinetechnology.net,,541511,,IT Solutions,Verified,,Analyst,1,2026-01-19 15:46:39,
PRONOVA HOLDINGS,,,,531120,,Real Estate Holding,Verified,,Analyst,1,2026-01-19 15:46:39,
PROVIDENCE CHILDCARE AND PRESCHOOL,,providenceccps.com,,624410,,Child Care Center,Verified,,Analyst,1,2026-01-19 15:46:39,
