Master Customer Name Canonical,Old Website,New Website,Old NAICS,New NAICS,Old Industry Detail,New Industry Detail,Enrichment Status,Enrichment Confidence,Enrichment Source,Attempt Count,Last Attempted At,Attempt Outcome
9998 EAST 121ST STREET,,,,,,,Deferred,,Analyst,1,2026-01-20 09:50:26,
AL MILLER PLUMBING,,,,,,,Deferred,,Analyst,1,2026-01-20 09:50:26,
ADAMS COUNTY REGIONAL MEDICAL CENTER,,acrmc.com,,622110,,General Medical & Surgical Hospitals,Verified,,Analyst,1,2026-01-20 09:50:26,
ADAMS COUNTYOHIO VALLEY SCHOOL,,ovsd.us,,611110,,Public School District,Verified,,Analyst,1,2026-01-20 09:50:26,
ADDICTION RECOVERY CARE,,arccenters.com,,623220,,Substance Abuse Treatment Center,Verified,,Analyst,1,2026-01-20 09:50:26,
ADMAN ELECTRIC,,admanelectric.com,,238210,,Electrical Contractor,Verified,,Analyst,1,2026-01-20 09:50:26,
AESTHETIC EYE OCULOPLASTIC SURGERY,,aestheticeyemd.com,,621111,,Physician Office (Specialist),Verified,,Analyst,1,2026-01-20 09:50:26,
AFFORD A VET PASADENA,,affordavet.com,,541940,,Veterinary Services,Verified,,Analyst,1,2026-01-20 09:50:26,
AFFORD A VET RICHMOND RD,,affordavet.com,,541940,,Veterinary Services,Verified,,Analyst,1,2026-01-20 09:50:26,
AKERS PACKAGING,,akerspkg.com,,322211,,Packaging Manufacturing,Verified,,Analyst,1,2026-01-20 09:50:26,
ALBA MANUFACTURING,,albamfg.com,,333922,,Conveyor System Mfg,Verified,,Analyst,1,2026-01-20 09:50:26,
ALHUDA FOUNDATION,,alhudafoundation.org,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 09:50:26,
ALOFT LOUISVILLE EAST,,marriott.com,,721110,,Hotel,Verified,,Analyst,1,2026-01-20 09:50:26,
AMERICAN MORTGAGE,,americanmortgage.com,,522292,,Mortgage Lending,Verified,,Analyst,1,2026-01-20 09:50:26,
AMERICAN MORTGAGE SERVICE,,americanmortgage.com,,522292,,Mortgage Lending,Verified,,Analyst,1,2026-01-20 09:50:26,
AMFINE CHEMICAL,,amfine.com,,325199,,Chemical Manufacturing,Verified,,Analyst,1,2026-01-20 09:50:26,
ANDERSON COUNTY FISCAL COURT,,andersoncountyky.gov,,921110,,Local Government,Verified,,Analyst,1,2026-01-20 09:50:26,
ANNUNCIATION GREEK ORTHODOX CHURCH,,daytonannunciation.org,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 09:50:26,
AO SMITH WATER PRODUCTS,,aosmith.com,,335220,,Water Heater Mfg,Verified,,Analyst,1,2026-01-20 09:50:26,
ARCO DESIGN BUILD MIDWEST,,arcodb.com,,236220,,Design-Build Construction,Verified,,Analyst,1,2026-01-20 09:50:26,
ARMSTRONG UTILITIES,,armstrongonewire.com,,517311,,Telecommunications Provider,Verified,,Analyst,1,2026-01-20 09:50:26,
ARROW DENTAL,,,,,,,Deferred,,Analyst,1,2026-01-20 09:50:26,
ASHLAND AVENUE BAPTIST CHURCH,,ashlandlex.org,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 09:50:26,
ASHLAND CREDIT UNION,,ashlandcu.org,,522130,,Credit Union,Verified,,Analyst,1,2026-01-20 09:50:26,
ATCHISON HELLER CONSTRUCTION,,atchisonheller.com,,236220,,General Contractor,Verified,,Analyst,1,2026-01-20 09:50:26,
BAKER CONSTRUCTION ENTERPRISES,,bakerconstruction.com,,238110,,Concrete Contractor,Verified,,Analyst,1,2026-01-20 09:50:26,
BALFOUR BEATTY CONSTRUCTION,,balfourbeattyus.com,,236220,,General Contractor,Verified,,Analyst,1,2026-01-20 09:50:26,
BEACON ELECTRIC,,beacon-electric.com,,238210,,Electrical Contractor,Verified,,Analyst,1,2026-01-20 09:50:26,
BEAUTIFUL SAVIOR LUTHERAN CHURCH AND SCHOOL,,beautiful-savior.com,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 09:50:26,
BEAVER DAM BAPTIST CHURCH,,bdbc.org,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 09:50:26,
BECKLEY ARH HOSPITAL,,arh.org,,622110,,General Medical & Surgical Hospitals,Verified,,Analyst,1,2026-01-20 09:50:26,
BEDFORD ACRES CHRISTIAN CHURCH,,bedfordacres.com,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 09:50:26,
BELL COUNTY FISCAL COURT,,bellcounty.ky.gov,,921110,,Local Government,Verified,,Analyst,1,2026-01-20 09:50:26,
BERTKE ELECTRIC,,bertke.com,,238210,,Electrical Contractor,Verified,,Analyst,1,2026-01-20 09:50:26,
