Master Customer Name Canonical,Old Website,New Website,Old NAICS,New NAICS,Old Industry Detail,New Industry Detail,Enrichment Status,Enrichment Confidence,Enrichment Source,Attempt Count,Last Attempted At,Attempt Outcome
LILLIBRDIGE HEALTHCARE SERVICES,,lillibridge.com,,531120,,Healthcare Real Estate,Verified,,Analyst,1,2026-01-20 11:32:03,
LILLIBRIDGE HEALTHCARE,,lillibridge.com,,531120,,Healthcare Real Estate,Verified,,Analyst,1,2026-01-20 11:32:03,
LILLIBRIDGE HEALTHCARE SERVICES RIVERSIDE CAMPUS,,lillibridge.com,,531120,,Healthcare Real Estate,Verified,,Analyst,1,2026-01-20 11:32:03,
NATIONAL CITY BANK,,pnc.com,,522110,,Commercial Banking,Verified,,Analyst,1,2026-01-20 11:32:03,
NATIVITY CHURCH AND SCHOOL,,nativity-cincinnati.org,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:32:03,
NEHEMIAH MANUFACTURING,,,,,,,Deferred,,Analyst,1,2026-01-20 11:32:03,
NELCORE CONSTRUCTION,,nelcoreconstruction.com,,236220,,Commercial Construction,Verified,,Analyst,1,2026-01-20 11:32:03,
NEW VISION BAPTIST CHURCH,,newvisionlife.com,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:32:03,
NEWPORT HOUSING AUTHORITY,,neighborhoodfoundations.com,,921110,,Local Government (Housing),Verified,,Analyst,1,2026-01-20 11:32:03,
NORTH MADISON PUBLIC LIBRARY,,elwood.lib.in.us,,519120,,Public Library,Verified,,Analyst,1,2026-01-20 11:32:03,
NORTHERN KY ELECTRIC SERVICE,,duke-energy.com,,221122,,Electric Power Distribution,Verified,,Analyst,1,2026-01-20 11:32:03,
NORTHERN KY HEALTH DEPARTMENT,,nkyhealth.org,,921110,,Public Health Administration,Verified,,Analyst,1,2026-01-20 11:32:03,
NORTHSIDE BAPTIST CHURCH,,northsideindy.org,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:32:03,
NORTON CLARK MEMORIAL HEALTH,,nortonhealthcare.com,,622110,,General Hospital,Verified,,Analyst,1,2026-01-20 11:32:03,
NORTON SCOTT HOSPITAL,,nortonhealthcare.com,,622110,,General Hospital,Verified,,Analyst,1,2026-01-20 11:32:03,
NOTRE DAME ACADEMY,,ndapandas.org,,611110,,Private School,Verified,,Analyst,1,2026-01-20 11:32:03,
NOVO HEALTH SERVICES,,novohealthservices.com,,812331,,Linen Supply Service,Verified,,Analyst,1,2026-01-20 11:32:03,
NSPIRE CHURCH,,nspire.church,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:32:03,
NUCOR STEEL GALLATIN,,nucor.com,,331110,,Steel Mill,Verified,,Analyst,1,2026-01-20 11:32:03,
NURSING CARE MGNT OF AMERICA,,ncmgnt.com,,551114,,Corporate Managing Offices,Verified,,Analyst,1,2026-01-20 11:32:03,
OAKS CHURCH,,,,,,,Deferred,,Analyst,1,2026-01-20 11:32:03,
ONIT CONSTRUCTION,,,,,,,Deferred,,Analyst,1,2026-01-20 11:32:03,
OPUS DESIGN BUILD,,opus-group.com,,236220,,Design-Build Construction,Verified,,Analyst,1,2026-01-20 11:32:03,
ORNL FEDERAL CREDIT UNION,,ornlfcu.com,,522130,,Credit Union,Verified,,Analyst,1,2026-01-20 11:32:03,
OSWALD CONSTRUCTION,,oswaldcompany.com,,236220,,Commercial Construction,Verified,,Analyst,1,2026-01-20 11:32:03,
OUR LADY OF LOURDES CATHOLIC CHURCH,,olol.cc,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:32:03,
OUR LADY OF PROVIDENCE HIGH SCHOOL,,providencehigh.net,,611110,,Private School,Verified,,Analyst,1,2026-01-20 11:32:03,
OUR LADY OF SORROWS CHURCH,,olosmonroe.com,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:32:03,
OUR SAVIOR LUTHERAN CHURCH,,oslcnashville.org,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:32:03,
P A K CONSTRUCTION,,,,,,,Deferred,,Analyst,1,2026-01-20 11:32:03,
PACIFIC MANUFACTURING,,pacific-ind.co.jp,,336390,,Motor Vehicle Parts Mfg,Verified,,Analyst,1,2026-01-20 11:32:03,
PARADIGM HEALTH,,myparadigmhealth.com,,621610,,Hospice Care,Verified,,Analyst,1,2026-01-20 11:32:03,
PARKSIDE CHRISTIAN CHURCH,,parksidechristian.com,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:32:03,
PAUL HEMMER CONSTRUCTION,,paulhemmer.com,,236220,,Commercial Construction,Verified,,Analyst,1,2026-01-20 11:32:03,
