Master Customer Name Canonical,Old Website,New Website,Old NAICS,New NAICS,Old Industry Detail,New Industry Detail,Enrichment Status,Enrichment Confidence,Enrichment Source,Attempt Count,Last Attempted At,Attempt Outcome
THE CHRIST HOSPITAL,,thechristhospital.com,,622110,,General Hospital,Verified,,Analyst,1,2026-01-20 11:50:47,
THOMAS AND MARKER CONSTRUCTION,,thomasandmarker.com,,236220,,Commercial Construction,Verified,,Analyst,1,2026-01-20 11:50:47,
THRESHOLD CHURCH AT UNION CENTRE,,thresholdchurchonline.com,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:50:47,
TIPTON COUNTY COURTHOUSE,,tiptoncounty.in.gov,,921110,,Local Government,Verified,,Analyst,1,2026-01-20 11:50:47,
TJH CONSTRUCTION,,,,,,,Deferred,,Analyst,1,2026-01-20 11:50:47,
TOWNE BLVD CHURCH OF GOD,,towneblvdchurch.com,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:50:47,
TRADERS POINT CHRISTIAN ACADEMY,,tpca.org,,611110,,Private School,Verified,,Analyst,1,2026-01-20 11:50:47,
TREVECCA COMMUNITY CHURCH,,treveccacommunity.church,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:50:47,
TRI HEALTH,,trihealth.com,,622110,,General Hospital,Verified,,Analyst,1,2026-01-20 11:50:47,
TRICOUNTY ASSEMBLY OF GOD DBA NEW HEW HEIGHTS CHURCH,,tcalife.com,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:50:47,
TRISTAR HORIZON MEDICAL CENTER,,tristarhorizon.com,,622110,,General Hospital,Verified,,Analyst,1,2026-01-20 11:50:47,
TRIVERSITY CONSTRUCTIONGHOST BABY,,triversity-construction.com,,236220,,Commercial Construction,Verified,,Analyst,1,2026-01-20 11:50:47,
TRUE MANUFACTURING,,truemfg.com,,333415,,Commercial Refrigeration Mfg,Verified,,Analyst,1,2026-01-20 11:50:47,
TSG MANUFACTURING,,tsgmanufacturing.com,,332710,,Machine Shop,Verified,,Analyst,1,2026-01-20 11:50:47,
TURNBULL WAHLERT CONSTRUCTION,,tw-construction.com,,236220,,Commercial Construction,Verified,,Analyst,1,2026-01-20 11:50:47,
TURNER CONSTRUCTION,,turnerconstruction.com,,236220,,Commercial Construction,Verified,,Analyst,1,2026-01-20 11:50:47,
UBS FINANCIAL SERVICES,,ubs.com,,523110,,Financial Services,Verified,,Analyst,1,2026-01-20 11:50:47,
UC HEALTH,,uchealth.com,,622110,,General Hospital,Verified,,Analyst,1,2026-01-20 11:50:47,
UNION COUNTY INDIANA,,unioncounty.in.gov,,921110,,Local Government,Verified,,Analyst,1,2026-01-20 11:50:47,
UNION STATION CITY OF INDIANAPOLIS,,indy.gov,,921110,,Local Government,Verified,,Analyst,1,2026-01-20 11:50:47,
UNITED CONSTRUCTION,,unitedconstruction.com,,236220,,Commercial Construction,Verified,,Analyst,1,2026-01-20 11:50:47,
VALLEY GROVE BAPTIST CHURCH,,valleygrove.org,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:50:47,
VANDERBILT BEDFORD HOSPITAL VUMC DISBURSEMENTS,,vanderbilthealth.com,,622110,,General Hospital,Verified,,Analyst,1,2026-01-20 11:50:47,
VECTOR CONSTRUCTION,,vectorconstruction.net,,236220,,Commercial Construction,Verified,,Analyst,1,2026-01-20 11:50:47,
VERNON TOWNSHIP PUBLIC LIBRARY,,vtpl.lib.in.us,,519120,,Public Library,Verified,,Analyst,1,2026-01-20 11:50:47,
VILLAGE OF FAIRFAX,,fairfaxohio.org,,921110,,Local Government,Verified,,Analyst,1,2026-01-20 11:50:47,
VILLAGE OF WILLIAMSBURG,,williamsburgohio.org,,921110,,Local Government,Verified,,Analyst,1,2026-01-20 11:50:47,
VISTA PACKAGING,,vistapl.com,,322211,,Corrugated Container Mfg,Verified,,Analyst,1,2026-01-20 11:50:47,
VOCKE CONSTRUCTION,,benjaminvocke.weebly.com,,236118,,Residential Remodel,Verified,,Analyst,1,2026-01-20 11:50:47,
VORA MEDICAL SERVICES,,ecet.com,,621111,,Endocrinology Clinic,Verified,,Analyst,1,2026-01-20 11:50:47,
WALTERS CONSTRUCTION,,,,,,,Deferred,,Analyst,1,2026-01-20 11:50:47,
WARM CONSTRUCTION,,warmconstruction.com,,236220,,Commercial Construction,Verified,,Analyst,1,2026-01-20 11:50:47,
WARREN COUNTY ANIMAL SHELTER,,warrencounty-oh.gov,,921190,,Animal Shelter,Verified,,Analyst,1,2026-01-20 11:50:47,
WASHINGTON COUNTY COMMISSIONER,,washingtongov.org,,921110,,Local Government,Verified,,Analyst,1,2026-01-20 11:50:47,
