Master Customer Name Canonical,Old Website,New Website,Old NAICS,New NAICS,Old Industry Detail,New Industry Detail,Enrichment Status,Enrichment Confidence,Enrichment Source,Attempt Count,Last Attempted At,Attempt Outcome
EXETER 7555 WOODLAND,,eqtgroup.com,,531312,,Commercial property management,Verified,High,Analyst,1,2026-01-20 16:16:00,
EZ IRON SERIVCE,,,,,,,Verified,,Low,1,2026-01-20 16:16:00,
FAIRLANE HOTEL,,fairlanehotel.com,,721110,,Luxury boutique hotel,Verified,High,Analyst,1,2026-01-20 16:16:00,
FILLAUER LAND TENNESSEE AND CORNERSTONE COMMERCIAL REAL EST,,fillauer.com,,339113,,Orthotic and prosthetic manufacturing,Verified,High,Analyst,1,2026-01-20 16:16:00,
FIRST HIGHLAND GROUP,,highlandgroup.net,,541511,,Web design and IT services,Verified,High,Analyst,1,2026-01-20 16:16:00,
FITHIAN ETOWAH SPE,,,,531120,,Commercial property entity,Verified,High,Analyst,1,2026-01-20 16:16:00,
FLEX N GATE,,flex-n-gate.com,,336390,,Automotive component manufacturing,Verified,High,Analyst,1,2026-01-20 16:16:00,
FLOWERS BAKING OF KNOXVILLE,,flowersfoods.com,,311812,,Commercial bakery production,Verified,High,Analyst,1,2026-01-20 16:16:00,
FORREST BURDETTE UMC,,forrestburdette.com,,813110,,Methodist church organization,Verified,High,Analyst,1,2026-01-20 16:16:00,
FORUM AT THE CROSSING,,forumatthecrossing.com,,623312,,Assisted living community,Verified,High,Analyst,1,2026-01-20 16:16:00,
FOUNDATION DENTAL PARTNERS MANAGEMENT DBA KNOXVILLE DENTAL,,knoxvilledentalpartners.com,,621210,,Dental practice management,Verified,High,Analyst,1,2026-01-20 16:16:00,
FURLONG BUILDING,,furlongbuilding.com,,236210,,Industrial building construction,Verified,High,Analyst,1,2026-01-20 16:16:00,
FURLONG BUILDING ENTERPRISES,,furlongbuilding.com,,236210,,Industrial building construction,Verified,High,Analyst,1,2026-01-20 16:16:00,
GASLIGHT COURT,,,,531110,,Residential apartment community,Verified,High,Analyst,1,2026-01-20 16:16:00,
GATE OF HEAVEN CEMETERY,,gateofheaven.org,,812220,,Cemetery and funeral services,Verified,High,Analyst,1,2026-01-20 16:16:00,
GC CONTRACTING,,gccontracting.com,,236220,,Commercial general contractor,Verified,High,Analyst,1,2026-01-20 16:16:00,
GENTRY AT HURSTBORNE,,gentryathurstbourne.com,,531110,,Luxury apartment community,Verified,High,Analyst,1,2026-01-20 16:16:00,
GGC PARTNERSHIP,,partnershipcampus.com,,541714,,Biotech research partnership,Verified,High,Analyst,1,2026-01-20 16:16:00,
GIDEONS INTERNATIONAL,,gideons.org,,813110,,Religious nonprofit association,Verified,High,Analyst,1,2026-01-20 16:16:00,
GIRL SCOUTS OF INDIANA,,girlscoutsindiana.org,,813410,,Youth scouting organization,Verified,High,Analyst,1,2026-01-20 16:16:00,
GIRL SCOUTS OF KY WILDERNESS ROAD COUNCIL,,gskentucky.org,,813410,,Youth scouting organization,Verified,High,Analyst,1,2026-01-20 16:16:00,
GLASGOW CITY HALL,,cityofglasgow.org,,921110,,Municipal government,Verified,High,Analyst,1,2026-01-20 16:16:00,
GLENN H JOHNSON CONST,,ghjohnson.com,,236116,,Multifamily housing construction,Verified,High,Analyst,1,2026-01-20 16:16:00,
GOOD FORTUNE,,,,,,,Verified,,Low,1,2026-01-20 16:16:00,
GOOD SHEPHERD HOME,,goodshepherdhome.com,,623312,,Assisted living and senior care,Verified,High,Analyst,1,2026-01-20 16:16:00,
GOODWILL INDUSTRIES OF KY,,goodwillky.org,,624310,,Vocational rehab and thrift retail,Verified,High,Analyst,1,2026-01-20 16:16:00,
GOODWILL SOUTHERN INDIANA,,goodwillindy.org,,624190,,Individual and family services,Verified,High,Analyst,1,2026-01-20 16:16:00,
GRAYSON BMWMINI OF KNOXVILLE,,graysonauto.com,,441110,,New car dealership,Verified,High,Analyst,1,2026-01-20 16:16:00,
GREEN TREE MALL,,greentreemall.com,,531120,,Shopping mall property,Verified,High,Analyst,1,2026-01-20 16:16:00,
GREENE CROSSINGS,,edgegp.com,,531120,,Commercial retail property,Verified,High,Analyst,1,2026-01-20 16:16:00,
