Master Customer Name Canonical,Old Website,New Website,Old NAICS,New NAICS,Old Industry Detail,New Industry Detail,Enrichment Status,Enrichment Confidence,Enrichment Source,Attempt Count,Last Attempted At,Attempt Outcome
MIDSOUTH BUILDING III REIT,,foundrycommercial.com,,531120,,Managed Commercial Real Estate (Foundry Commercial),Verified,,Analyst,1,2026-01-21 11:47:28,
MIDWEST EYE INSTITUTE,,midwesteyecenter.com,,621320,,Ophthalmology and Eye Care Clinic,Verified,,Analyst,1,2026-01-21 11:47:28,
MIDWEST FINISHING SYSTEMS,,midwestfinishing.com,,332812,,Industrial Finishing Systems Manufacturing,Verified,,Analyst,1,2026-01-21 11:47:28,
MIDWEST MOLD AND TEXTURE,,midwestmoldandtexture.com,,333511,,Mold and Die Manufacturing / Texturing,Verified,,Analyst,1,2026-01-21 11:47:28,
MIKE ALBERT,,mikealbert.com,,532112,,Fleet Management and Leasing,Verified,,Analyst,1,2026-01-21 11:47:28,
MILACRON,,milacron.com,,333249,,Plastics Processing Machinery Manufacturing,Verified,,Analyst,1,2026-01-21 11:47:28,
MILACRON PLASTICS TECHNOLOGY GROUP,,milacron.com,,333249,,Plastics Processing Machinery Manufacturing,Verified,,Analyst,1,2026-01-21 11:47:28,
MILESTONE CONTRACTORS,,milestonelp.com,,237310,,"Highway, Street, and Bridge Construction",Verified,,Analyst,1,2026-01-21 11:47:28,
MILLER VALENTINE GROUP,,millervalentine.com,,531390,,Real Estate Development and Construction,Verified,,Analyst,1,2026-01-21 11:47:28,
MOELLER PRECISION TOOL,,moellerpunch.com,,332710,,Precision Machining / Punch and Die Manufacturing,Verified,,Analyst,1,2026-01-21 11:47:28,
MONOPRICE,,monoprice.com,,454110,,E-commerce Electronics Retail,Verified,,Analyst,1,2026-01-21 11:47:28,
MONSTER GOLF,,funattheweb.com,,713990,,Indoor Mini-Golf / Entertainment (The WEB),Verified,,Analyst,1,2026-01-21 11:47:28,
MOONSHINE MOUNTAIN COOKIE,,moonshinemountaincookies.com,,722515,,Specialty Cookie Bakery and Retail,Verified,,Analyst,1,2026-01-21 11:47:28,
MORE THAN A BAKERY,,morethanabakery.com,,311812,,Commercial Bakery Manufacturing,Verified,,Analyst,1,2026-01-21 11:47:28,
MOTION INDUSTRIES,,motion.com,,423830,,Industrial Parts Distribution,Verified,,Analyst,1,2026-01-21 11:47:28,
MOUNTAIN LINEN SERVICE,,,,,,,Deferred,,Analyst,1,2026-01-21 11:47:28,
MOUNTAIN VALLEY PIPELINE,,mountainvalleypipeline.com,,486210,,Natural Gas Pipeline Transportation,Verified,,Analyst,1,2026-01-21 11:47:28,
MQ BUILDING,,mqhr.org,,813110,,"Religious Organization / Property (Mary, Queen of the Holy Rosary)",Verified,,Analyst,1,2026-01-21 11:47:28,
MSD OF GREATER CINCINNATI,,msdgc.org,,221320,,Sewage Treatment Facility (Metropolitan Sewer District),Verified,,Analyst,1,2026-01-21 11:47:28,
MSP WELLNESS BILLING,,mspwellness.org,,541219,,Medical Billing and Revenue Cycle Management,Verified,,Analyst,1,2026-01-21 11:47:28,
MTM MOLDED PRODUCTS,,mtmcase-gard.com,,326199,,Plastic Shooting and Hunting Accessories Manufacturing,Verified,,Analyst,1,2026-01-21 11:47:28,
MUBEA,,mubea.com,,336330,,Automotive Suspension and Component Manufacturing,Verified,,Analyst,1,2026-01-21 11:47:28,
MULTICOLOR,,mcclabel.com,,323111,,Label and Packaging Printing,Verified,,Analyst,1,2026-01-21 11:47:28,
MUNDET TENNESSEE,,mundet.com,,322299,,Specialty Paper and Packaging Manufacturing,Verified,,Analyst,1,2026-01-21 11:47:28,
MURAKAMI USA,,murakami-usa.com,,336390,,Automotive Rearview Mirror Manufacturing,Verified,,Analyst,1,2026-01-21 11:47:28,
MURPHY RESIDENCE,,,,,,,Deferred,,Analyst,1,2026-01-21 11:47:28,
MURPHY TRACTOR AND EQUIPMENT,,murphytractor.com,,423810,,Heavy Construction Equipment Dealer,Verified,,Analyst,1,2026-01-21 11:47:28,
MYRIAD GENETICS,,myriad.com,,621511,,Genetic Testing and Diagnostic Labs,Verified,,Analyst,1,2026-01-21 11:47:28,
NUCO2,,nuco2.com,,424690,,Beverage Carbonation Gas Distribution,Verified,,Analyst,1,2026-01-21 11:47:28,
NAILS DESIRE,,,,,,,Deferred,,Analyst,1,2026-01-21 11:47:28,
