Master Customer Name Canonical,Old Website,New Website,Old NAICS,New NAICS,Old Industry Detail,New Industry Detail,Enrichment Status,Enrichment Confidence,Enrichment Source,Attempt Count,Last Attempted At,Attempt Outcome
FIRST UNITED METHODIST CHURCH MURFREESBORO,,fumcm.org,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:08:58,
FIRST UNITED METHODIST CHURCH OF OAK RIDGE,,fumcor.org,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:08:58,
GREATER DAYTON SURGERY CENTER,,daytonsurgerycenter.com,,621493,,Ambulatory Surgical Center,Verified,,Analyst,1,2026-01-20 11:08:58,
GREATER FAITH CHURCH,,greaterfaithchurch.org,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:08:58,
GREEN COUNTY JAIL,,co.greene.oh.us,,922140,,Correctional Institution,Verified,,Analyst,1,2026-01-20 11:08:58,
H AND H DESIGNBUILD,,hhdesignbuild.com,,236220,,Design-Build Construction,Verified,,Analyst,1,2026-01-20 11:08:58,
HALPE DESIGNBUILD,,hal-pe.com,,541330,,Engineering Consulting,Verified,,Analyst,1,2026-01-20 11:08:58,
HAMILTON HEALTH CARE SYSTEM,,vitruvianhealth.org,,622110,,General Medical & Surgical Hospitals,Verified,,Analyst,1,2026-01-20 11:08:58,
HAMILTON TOWNSHIP TRUSTEES,,hamilton-township.org,,921110,,Local Government,Verified,,Analyst,1,2026-01-20 11:08:58,
HARLAN COUNTY FISCAL COURT,,,,921110,,Local Government,Verified,,Analyst,1,2026-01-20 11:08:58,
HEARTHSTONE HEALTH CAMPUS,,trilogyhs.com,,623312,,Assisted Living Facility,Verified,,Analyst,1,2026-01-20 11:08:58,
HERTIAGE UNIVERSALIST UNITARIAN CHURCH,,huuc.net,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:08:58,
HGC CONSTRUCTION,,hgcconstruction.com,,236220,,Commercial Construction,Verified,,Analyst,1,2026-01-20 11:08:58,
HIGHPOINT CHURCH,,,,,,,Deferred,,Analyst,1,2026-01-20 11:08:58,
HOMETOWN DENTAL,,hometowndentalrichmond.com,,621210,,Dentist Office,Verified,,Analyst,1,2026-01-20 11:08:58,
HOPE UNITED METHODIST CHURCH,,hopeindayton.org,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:08:58,
HOPE UNLIMITED CHURCH,,,,,,,Deferred,,Analyst,1,2026-01-20 11:08:58,
HOUSING AUTHORITY OF NEWPORT KY,,neighborhoodfoundations.com,,921110,,Local Government (Housing),Verified,,Analyst,1,2026-01-20 11:08:58,
HUF NORTH AMERICA AUTOMOTIVE PARTS MANUFACTURING,,huf-group.com,,336390,,Motor Vehicle Parts Mfg,Verified,,Analyst,1,2026-01-20 11:08:58,
IMMACULATE CONCEPTION CHURCH AND SCHOOL,,immaconception.org,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 11:08:58,
INDIANAPOLIS MARION COUNTY PUBLIC LIBRARIES,,indypl.org,,519120,,Public Library,Verified,,Analyst,1,2026-01-20 11:08:58,
INDY POWER SYSTEMS,,,,221122,,Electric Power Distribution,Verified,,Analyst,1,2026-01-20 11:08:58,
