Master Customer Name Canonical,Old Website,New Website,Old NAICS,New NAICS,Old Industry Detail,New Industry Detail,Enrichment Status,Enrichment Confidence,Enrichment Source,Attempt Count,Last Attempted At,Attempt Outcome
CLAYTON LIBERTY TOWNSHIP LIBRARY,,clayton.lib.in.us,,519120,,Public Library,Verified,,Analyst,1,2026-01-20 10:21:24,
CMC STEEL TENNESSEE,,cmc.com,,331110,,Iron and Steel Mills,Verified,,Analyst,1,2026-01-20 10:21:24,
COFERS CHAPEL FREE WILL BAPTIST CHURCH,,coferschapel.com,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 10:21:24,
COI BROOKS HILL ROAD 232,,,,531120,,Nonresidential Building,Deferred,,Analyst,1,2026-01-20 10:21:24,
COLERAIN TOWNSHIP,,colerain.org,,921110,,Local Government,Verified,,Analyst,1,2026-01-20 10:21:24,
COLUMBUS METROPOLITAN LIBRARY,,columbuslibrary.org,,519120,,Public Library,Verified,,Analyst,1,2026-01-20 10:21:24,
COMBS BUILDERS,,combsconstructionllc.com,,236115,,Residential General Contractor,Verified,,Analyst,1,2026-01-20 10:21:24,
COMMERCIAL CONSTRUCTION GROUP,,ccgmidwest.com,,236220,,Commercial Construction,Verified,,Analyst,1,2026-01-20 10:21:24,
COMMONWEALTH CREDIT UNION,,ccuky.org,,522130,,Credit Union,Verified,,Analyst,1,2026-01-20 10:21:24,
COMMUNITY BUILDERS,,tcbinc.org,,624229,,Social Services Nonprofit,Verified,,Analyst,1,2026-01-20 10:21:24,
COMMUNITY TRUST BANK,,ctbi.com,,522110,,Commercial Banking,Verified,,Analyst,1,2026-01-20 10:21:24,
COMPASS MANUFACTURING INTERNATIONAL,,cmiproduct.com,,332913,,Plumbing Fixture Manufacturing,Verified,,Analyst,1,2026-01-20 10:21:24,
CONCORD VETERINARY HOSPITAL,,concordvet.com,,541940,,Veterinary Services,Verified,,Analyst,1,2026-01-20 10:21:24,
CONGER CONSTRUCTION GROUP,,congerbuilt.com,,236220,,Commercial Construction,Verified,,Analyst,1,2026-01-20 10:21:24,
CONSTRUCTION EDGE,,constructionedgeinc.com,,236220,,Commercial Construction,Verified,,Analyst,1,2026-01-20 10:21:24,
CONSTRUCTION MANAGEMENT TECHNOLOGY,,cmtworld.com,,236220,,Construction Management,Verified,,Analyst,1,2026-01-20 10:21:24,
CONTECH CONSTRUCTION PRODUCTS,,conteches.com,,332312,,Structural Metal Mfg,Verified,,Analyst,1,2026-01-20 10:21:24,
CONTEGRA CONSTRUCTION,,contegracc.com,,236220,,Commercial Construction,Verified,,Analyst,1,2026-01-20 10:21:24,
COOPERS STEEL FABRICATORS,,coopersteel.com,,332312,,Structural Metal Mfg,Verified,,Analyst,1,2026-01-20 10:21:24,
CORKEN STEEL PRODUCTS,,corkensteel.com,,423730,,HVAC Equipment Wholesaler,Verified,,Analyst,1,2026-01-20 10:21:24,
CORNAKOKOSING CONSTRUCTION,,ckbuilds.com,,236220,,Commercial Construction,Verified,,Analyst,1,2026-01-20 10:21:24,
CORNERSTONE BAPTIST TEMPLE,,cbtministries.org,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 10:21:24,
COUSIN CONSTRUCTION,,,,236118,,Residential Remodel,Verified,,Analyst,1,2026-01-20 10:21:24,
CRESTWOOD CHRISTIAN CHURCH,,crestwoodchristian.org,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 10:21:24,
CROSSPOINT CHURCH,,cpoint.cc,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 10:21:24,
CROSSROADS MEDICAL GROUP,,crossroadsmedicalgroup.com,,621111,,Physician Office,Verified,,Analyst,1,2026-01-20 10:21:24,
CROSSVIEW CHRISTIAN CHURCH,,crossview.cc,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 10:21:24,
CROWN PACKAGING,,crownpkg.com,,424130,,Industrial Packaging Wholesaler,Verified,,Analyst,1,2026-01-20 10:21:24,
CUTTING CREW,,cuttingcrewknoxville.com,,812112,,Beauty Salon,Verified,,Analyst,1,2026-01-20 10:21:24,
DAVIS MEMORIAL HOSPITAL,,davishealthsystem.org,,622110,,General Medical & Surgical Hospitals,Verified,,Analyst,1,2026-01-20 10:21:24,
DAVIS MEMORIAL PRESBYTERIAN CHURCH,,dmpc.org,,813110,,Religious Organization,Verified,,Analyst,1,2026-01-20 10:21:24,
