Master Customer Name Canonical,Old Website,New Website,Old NAICS,New NAICS,Old Industry Detail,New Industry Detail,Enrichment Status,Enrichment Confidence,Enrichment Source,Attempt Count,Last Attempted At,Attempt Outcome
DAYTON BOARD OF EDUCATION,,dps.k12.oh.us,,611110,,Public School District,Verified,,Analyst,1,2026-01-19 15:24:59,
DCP HOLDING,,dentalcareplus.com,,524114,,Dental Insurance Provider,Verified,,Analyst,1,2026-01-19 15:24:59,
DCT PROPERTY MANAGEMENT,,dtproperties.com,,531311,,Residential Property Mgmt,Verified,,Analyst,1,2026-01-19 15:24:59,
DDC DOWELL SPRINGS,,realtytrustgroup.com,,531312,,Healthcare Real Estate Mgmt,Verified,,Analyst,1,2026-01-19 15:24:59,
DENISION UNIVERSITY,,denison.edu,,611310,,Private University,Verified,,Analyst,1,2026-01-19 15:24:59,
DERMATOLOGY ASSOC OF KY,,haymakercompany.com,,531312,,Medical Office Property,Verified,,Analyst,1,2026-01-19 15:24:59,
DEVITT AND ASSOCIATES,,devittassociates.com,,531210,,Commercial Real Estate Brokerage,Verified,,Analyst,1,2026-01-19 15:24:59,
DIVERSIFIED MANAGEMENT PLUS,,diversifiedmanagementplus.com,,531311,,Residential Property Mgmt,Verified,,Analyst,1,2026-01-19 15:24:59,
DSH AND ASSOCIATES,,dshassociates.com,,541330,,Engineering & Construction,Verified,,Analyst,1,2026-01-19 15:24:59,
DUKE REALTY,,prologis.com,,531120,,Industrial REIT,Verified,,Analyst,1,2026-01-19 15:24:59,
EAGLE DAYTON PROPERTIES,,,,531110,,Residential Rental Property,Verified,,Analyst,1,2026-01-19 15:24:59,
EDISON STATE COMMUNITY COLLEGE,,edisonohio.edu,,611210,,Community College,Verified,,Analyst,1,2026-01-19 15:24:59,
EQUITRANS LP,,eqt.com,,486210,,Natural Gas Transmission,Verified,,Analyst,1,2026-01-19 15:24:59,
ERM REAL ESTATE,,ermassoc.com,,531210,,Real Estate Services,Verified,,Analyst,1,2026-01-19 15:24:59,
EV BISHOFF,,evbco.com,,531120,,Commercial Real Estate Owner,Verified,,Analyst,1,2026-01-19 15:24:59,
EXCALIBUR DEVELOPMENT,,,,531120,,Real Estate Development,Verified,,Analyst,1,2026-01-19 15:24:59,
EXETER REALTY GROUP,,eqtexeter.com,,531120,,Real Estate Investment,Verified,,Analyst,1,2026-01-19 15:24:59,
EXXCEL CONTRACT MANAGEMENT,,exxcel.com,,236220,,Construction Management,Verified,,Analyst,1,2026-01-19 15:24:59,
FIRST HIGHLAND MANAGEMENT AND DEVELOPMENT,,,,531120,,Real Estate Development,Verified,,Analyst,1,2026-01-19 15:24:59,
FITWORKS HOLDING,,fitworks.com,,713940,,Fitness Center Chain,Verified,,Analyst,1,2026-01-19 15:24:59,
FLEMING COUNTY SCHOOLS,,fleming.kyschools.us,,611110,,Public School District,Verified,,Analyst,1,2026-01-19 15:24:59,
FREEDHARDEMAN UNIVERSITY,,fhu.edu,,611310,,Private University,Verified,,Analyst,1,2026-01-19 15:24:59,
FRITZ FARM RETAIL,,fritzfarmlex.com,,531120,,Retail Center,Verified,,Analyst,1,2026-01-19 15:24:59,
GATEWAY HOLDINGS,,,,531120,,Real Estate Holding,Verified,,Analyst,1,2026-01-19 15:24:59,
GC PARTNERS,,,,531120,,Real Estate Partnership,Verified,,Analyst,1,2026-01-19 15:24:59,
GEORGETOWN COLLEGE,,georgetowncollege.edu,,611310,,Private College,Verified,,Analyst,1,2026-01-19 15:24:59,
