Master Customer Name Canonical,Old Website,New Website,Old NAICS,New NAICS,Old Industry Detail,New Industry Detail,Enrichment Status,Enrichment Confidence,Enrichment Source,Attempt Count,Last Attempted At,Attempt Outcome
VINYLMAX,,vinylmax.com,,326199,,Window & Door Manufacturing,Verified,High,Analyst,1,2026-01-21 15:20:04,
VISION BEST EYE CARE,,visionbesteyecare.com,,621320,,Optometry Practice,Verified,High,Analyst,1,2026-01-21 15:20:04,
VOLUNTEER MECHANICAL,,volmech.com,,238220,,Mechanical Contractor,Verified,High,Analyst,1,2026-01-21 15:20:04,
WALLINGFORD COFFEE,,wallingfordcoffee.com,,311920,,Coffee Roasting & Wholesaler,Verified,High,Analyst,1,2026-01-21 15:20:04,
WAREHOUSE OPTIMIZERS,,warehouseoptimizers.com,,423830,,Material Handling Equipment,Verified,High,Analyst,1,2026-01-21 15:20:04,
WATKINS ROAD OWNER,,,,,,,Deferred,,Analyst,1,2026-01-21 15:20:04,
WAUPACA FOUNDRY,,waupacafoundry.com,,331511,,Iron Foundry,Verified,High,Analyst,1,2026-01-21 15:20:04,
WEBB SCHOOL OF KNOXVILLE,,webbschool.org,,611110,,Private School,Verified,High,Analyst,1,2026-01-21 15:20:04,
WEST HIGH ST INVESTMENTS,,,,,,,Deferred,,Analyst,1,2026-01-21 15:20:04,
WESTERN PLAZA THOMPSON THRIFT,,,,,,,Deferred,,Analyst,1,2026-01-21 15:20:04,
WESTMINSTER NEIGHBORHOOD SERVICES,,westmin.org,,624110,,Community Social Services,Verified,High,Analyst,1,2026-01-21 15:20:04,
WILLIAMSBURG SCHOOLS,,burgschools.org,,611110,,Public School District,Verified,High,Analyst,1,2026-01-21 15:20:04,
WILLIAMSON MEMORIAL,,williamsonhealthwellness.com,,622110,,Hospital,Verified,High,Analyst,1,2026-01-21 15:20:04,
WILLIAMSTOWN INDEPENDENT SCHOOL,,williamstown.kyschools.us,,611110,,Public School District,Verified,High,Analyst,1,2026-01-21 15:20:04,
WINE SHOP,,wineshop.com,,445310,,Wine Retailer,Verified,High,Analyst,1,2026-01-21 15:20:04,
WINTON WOODS SCHOOLS,,wintonwoods.org,,611110,,Public School District,Verified,High,Analyst,1,2026-01-21 15:20:04,
WOODCRAFT SUPPLY,,woodcraft.com,,444130,,Woodworking Supply Retail,Verified,High,Analyst,1,2026-01-21 15:20:04,
WOODGRAIN DOOR SHOP,,woodgrain.com,,321911,,Door Manufacturing,Verified,High,Analyst,1,2026-01-21 15:20:04,
WOODLAWN RUBBER,,woodlawnrubber.com,,326299,,Rubber Product Manufacturing,Verified,High,Analyst,1,2026-01-21 15:20:04,
WP GENERAL PARTNERSHIP 9DBA WESTERN PLAZA OR SHOPS AT WESTERN P,,,,,,,Deferred,,Analyst,1,2026-01-21 15:20:04,
WVLT TV CHANNEL 8,,wvlt.tv,,515120,,Television Broadcasting,Verified,High,Analyst,1,2026-01-21 15:20:04,
XENIA COMMUNITY SCHOOLS BUSINESS OFFICE,,xeniaschools.org,,611110,,Public School District,Verified,High,Analyst,1,2026-01-21 15:20:04,
XTRALEASE,,xtralease.com,,532120,,Trailer Leasing,Verified,High,Analyst,1,2026-01-21 15:20:04,
YANFENG GLOBAL AUTOMOTIVE INTERIORS,,yanfeng.com,,336360,,Automotive Interior Manufacturing,Verified,High,Analyst,1,2026-01-21 15:20:04,
YAPP USA AUTOMOTIVE SYSTEMS,,yapp.com,,336390,,Automotive Fuel Systems Mfg,Verified,High,Analyst,1,2026-01-21 15:20:04,
YEE HAW BREWING,,yeehawbrewing.com,,312120,,Craft Brewery,Verified,High,Analyst,1,2026-01-21 15:20:04,
YMCA,,ymcaetn.org,,713940,,Non-profit Recreation Center,Verified,High,Analyst,1,2026-01-21 15:20:04,
YMCA OF GREATER CINCINNATI,,cincinnatiymca.org,,813410,,Civic & Social Organization,Verified,High,Analyst,1,2026-01-21 15:20:04,
YMCA OF HARRISON COUNTY,,ymcaharrison.org,,713940,,Non-profit Recreation Center,Verified,High,Analyst,1,2026-01-21 15:20:04,
ZF BOGE ELASTMETALL,,boge-rubber-plastics.com,,336390,,Automotive Vibration Control Mfg,Verified,High,Analyst,1,2026-01-21 15:20:04,
