Master Customer Name Canonical,Old Website,New Website,Old NAICS,New NAICS,Old Industry Detail,New Industry Detail,Enrichment Status,Enrichment Confidence,Enrichment Source,Attempt Count,Last Attempted At,Attempt Outcome
GPCM LOCKERBIE PARTNERS,,citimarkinc.com,,531312,,Commercial Property Mgmt,Verified,,Analyst,1,2026-01-19 15:31:02,
GRANT COUNTY BOARD OF EDUCATION,,grant.kyschools.us,,611110,,Public School District,Verified,,Analyst,1,2026-01-19 15:31:02,
GREEN HILLS OFFICE PARTNERS,,brooksideproperties.com,,531312,,Commercial Property Mgmt,Verified,,Analyst,1,2026-01-19 15:31:02,
GRIFFIN POWELL PROPERTIES,,,,531110,,Residential Rental Property,Verified,,Analyst,1,2026-01-19 15:31:02,
GRUBB AND ELLIS MANAGEMENT SERVICES,,,,531312,,Legacy Property Mgmt,Verified,,Analyst,1,2026-01-19 15:31:02,
H AND H PROPERTIES,,,,531120,,Property Holding,Verified,,Analyst,1,2026-01-19 15:31:02,
H AND W MANAGEMENT,,hwhotels.com,,721110,,Hotel Management,Verified,,Analyst,1,2026-01-19 15:31:02,
HARRISON OH PARTNERS,,,,531120,,Real Estate Partnership,Verified,,Analyst,1,2026-01-19 15:31:02,
HASFAM,,ppmknox.com,,531312,,Commercial Property Mgmt,Verified,,Analyst,1,2026-01-19 15:31:02,
HATCHER HILL PROPERTIES,,hatcherhill.com,,531312,,Commercial Real Estate Developer,Verified,,Analyst,1,2026-01-19 15:31:02,
HENDERSONVILLE HF ASSETS,,ppmknox.com,,531312,,Commercial Property Mgmt,Verified,,Analyst,1,2026-01-19 15:31:02,
HH ASSOCIATES US,,hhglobal.com,,541810,,Marketing Execution,Verified,,Analyst,1,2026-01-19 15:31:02,
HIFIVE DEVELOPMENT SERVICES,,hifive.com,,236220,,Design-Build Construction,Verified,,Analyst,1,2026-01-19 15:31:02,
HIGHWOODS PROPERTIES,,highwoods.com,,531120,,Office REIT,Verified,,Analyst,1,2026-01-19 15:31:02,
HILLCREST ELDERLY APARTMENTS,,benchmarkgrp.com,,623312,,Senior Housing,Verified,,Analyst,1,2026-01-19 15:31:02,
HILLWOOD PROPERTIES,,hillwood.com,,531312,,Real Estate Development,Verified,,Analyst,1,2026-01-19 15:31:02,
HOLROB JOHNSON CITY I,,realtytrustgroup.com,,531312,,Healthcare Real Estate Mgmt,Verified,,Analyst,1,2026-01-19 15:31:02,
HOLROB SOUTHERN HOLDING GP,,ppmknox.com,,531312,,Commercial Property Mgmt,Verified,,Analyst,1,2026-01-19 15:31:02,
HOLROB SPUR GP,,ppmknox.com,,531312,,Commercial Property Mgmt,Verified,,Analyst,1,2026-01-19 15:31:02,
HOSNY PROPERTIES,,,,531110,,Residential Rental Property,Verified,,Analyst,1,2026-01-19 15:31:02,
HUBER MANAGEMENT,,hubermgt.com,,531311,,Residential Property Mgmt,Verified,,Analyst,1,2026-01-19 15:31:02,
IMS INVESTORS MANAGEMENT SERVICE,,,,531312,,Property Management,Verified,,Analyst,1,2026-01-19 15:31:02,
INNATECH,,innatech.com,,336390,,Manufacturing,Verified,,Analyst,1,2026-01-19 15:31:02,
ISM MANAGEMENT FOR OTN RETAIL FOUR,,ismrem.com,,531311,,Residential Property Mgmt,Verified,,Analyst,1,2026-01-19 15:31:02,
J AND B ROBERTS HOLDINGS,,,,531120,,Real Estate Holding,Verified,,Analyst,1,2026-01-19 15:31:02,
