Master Customer Name Canonical,Old Website,New Website,Old NAICS,New NAICS,Old Industry Detail,New Industry Detail,Enrichment Status,Enrichment Confidence,Enrichment Source,Attempt Count,Last Attempted At,Attempt Outcome
ORANGETHEORY FITNESS,,orangetheory.com,,713940,,Fitness Center,Verified,,Analyst,1,2026-01-20 13:29:37,
WELLTOWER,,welltower.com,,531120,,Healthcare REIT,Verified,,Analyst,1,2026-01-20 13:29:37,
AMAZON,,amazon.com,,454110,,E-Commerce Retailer,Verified,,Analyst,1,2026-01-20 13:29:37,
BGR,,packbgr.com,,424130,,Packaging Wholesaler,Verified,,Analyst,1,2026-01-20 13:29:37,
ALPHA TECHNOLOGIES SERVICES,,alpha.com,,335999,,Power Solutions Manufacturing,Verified,,Analyst,1,2026-01-20 13:29:37,
CINTAS,,cintas.com,,812332,,Industrial Launderers,Verified,,Analyst,1,2026-01-20 13:29:37,
IMPACT SERVICE GROUP,,impactsg.com,,561720,,Facility Services,Verified,,Analyst,1,2026-01-20 13:29:37,
IN MOTION ORTHOPADEICS,,inmotionoc.com,,621111,,Orthopedic Clinic,Verified,,Analyst,1,2026-01-20 13:29:37,
INDIANA PODIATRY GROUP,,indianapodiatrygroup.com,,621391,,Podiatry Office,Verified,,Analyst,1,2026-01-20 13:29:37,
INDIANA SPINE GROUP MUNCIE,,indianaspinegroup.com,,621111,,Spine and Pain Clinic,Verified,,Analyst,1,2026-01-20 13:29:37,
INGREDION,,ingredion.com,,311221,,Food Ingredient Manufacturing,Verified,,Analyst,1,2026-01-20 13:29:37,
INTERNATIONAL PAPER,,internationalpaper.com,,322130,,Paperboard Manufacturing,Verified,,Analyst,1,2026-01-20 13:29:37,
INTERNATIONAL TRUCK,,internationaltrucks.com,,336120,,Heavy Duty Truck Manufacturing,Verified,,Analyst,1,2026-01-20 13:29:37,
INTERPLASTIC,,interplastic.com,,325211,,Plastics Materials and Resin Mfg,Verified,,Analyst,1,2026-01-20 13:29:37,
INX INTERNATIONAL,,inxinternational.com,,325910,,Ink Manufacturing,Verified,,Analyst,1,2026-01-20 13:29:37,
ITW,,itw.com,,333249,,Industrial Machinery Manufacturing,Verified,,Analyst,1,2026-01-20 13:29:37,
ITW FOOD EQUIPMENT GROUP,,itwfoodequipment.com,,333241,,Food Product Machinery Mfg,Verified,,Analyst,1,2026-01-20 13:29:37,
JONES LANG LASALLE AMERICAS,,jll.com,,531390,,Commercial Real Estate Services,Verified,,Analyst,1,2026-01-20 13:29:37,
JONES LANG LASALLE JLL AMAZON,,jll.com,,531390,,Commercial Real Estate Services,Verified,,Analyst,1,2026-01-20 13:29:37,
TITLE BOXING CLUB,,titleboxingclub.com,,713940,,Fitness Club,Verified,,Analyst,1,2026-01-20 13:29:37,
TRILOGY,,trilogyhs.com,,623312,,Senior Living Provider,Verified,,Analyst,1,2026-01-20 13:29:37,
TTGROUP AMERICA,,ttgroupamerica.com,,333517,,Machine Tool Manufacturing,Verified,,Analyst,1,2026-01-20 13:29:37,
TWIKTENN THE SIMPSON ORGANIZATION,,warehouserow.com,,531120,,Commercial Real Estate,Verified,,Analyst,1,2026-01-20 13:29:37,
US ZINC,,nyrstar.com,,331410,,Zinc Smelting and Refining,Verified,,Analyst,1,2026-01-20 13:29:37,
UNIVERSAL TRANSPORTATION SYSTEMS,,utsohio.com,,485999,,Transit and Ground Passenger Transportation,Verified,,Analyst,1,2026-01-20 13:29:37,
URBAN STEAD CHEESE,,urbansteadcheese.com,,311513,,Cheese Manufacturing,Verified,,Analyst,1,2026-01-20 13:29:37,
VALCOM ENTERPRISES,,veinet.com,,238210,,Electrical Contractor,Verified,,Analyst,1,2026-01-20 13:29:37,
VALOR OIL,,valoroil.com,,424720,,Petroleum Wholesaler,Verified,,Analyst,1,2026-01-20 13:29:37,
VAN CON,,vancongc.com,,236220,,General Contractor,Verified,,Analyst,1,2026-01-20 13:29:37,
VIRGINIA TILE,,virginiatile.com,,423320,,Tile Wholesaler,Verified,,Analyst,1,2026-01-20 13:29:37,
VYTRON,,vytron.com,,332119,,Metal Manufacturing,Verified,,Analyst,1,2026-01-20 13:29:37,
WV OUTDOOR,,wvoutdoor.com,,541850,,Outdoor Advertising,Verified,,Analyst,1,2026-01-20 13:29:37,
WEBER HUFF,,weber-huff.com,,423840,,Industrial Supplies Wholesaler,Verified,,Analyst,1,2026-01-20 13:29:37,
WEICHUAN USA,,weichuanusa.com,,311412,,Frozen Food Manufacturing,Verified,,Analyst,1,2026-01-20 13:29:37,
