Master Customer Name Canonical,Old Website,New Website,Old NAICS,New NAICS,Old Industry Detail,New Industry Detail,Enrichment Status,Enrichment Confidence,Enrichment Source,Attempt Count,Last Attempted At,Attempt Outcome
ROHM AND HAAS,,dow.com,,325199,,Chemical Manufacturing,Verified,,Analyst,1,2026-01-20 13:00:19,
GALATIANS TOO,,,,453310,,Used Merchandise Store (Faith-Based),Verified,,Analyst,1,2026-01-20 13:00:19,
GALATIANS TOO III IV,,,,453310,,Used Merchandise Store (Faith-Based),Verified,,Analyst,1,2026-01-20 13:00:19,
GOOD HUBER MOB,,,,531120,,Commercial Property Ownership,Verified,,Analyst,1,2026-01-20 13:00:19,
IKRON,,ikron.org,,624310,,Vocational Rehabilitation Services,Verified,,Analyst,1,2026-01-20 13:00:19,
INDUSTRIAL SORTING SERVICES,,industrialsorting.com,,561990,,Industrial Inspection and Sorting,Verified,,Analyst,1,2026-01-20 13:00:19,
INFINITI PLASTICS AND ENGINEERING,,infinitiplastics.com,,326199,,Precision Plastics Manufacturing,Verified,,Analyst,1,2026-01-20 13:00:19,
INNERWOOD AND,,thevcollective.com,,238350,,Cabinetry and Finish Carpentry,Verified,,Analyst,1,2026-01-20 13:00:19,
INTELLIGRATED,,sps.honeywell.com,,333922,,Conveyor and Automation Systems Mfg,Verified,,Analyst,1,2026-01-20 13:00:19,
IPEG BILLING,,conairgroup.com,,333249,,Industrial Machinery Manufacturing,Verified,,Analyst,1,2026-01-20 13:00:19,
JW HARRIS,,harrisproductsgroup.com,,332722,,Welding Wire Manufacturing,Verified,,Analyst,1,2026-01-20 13:00:19,
SIMPSON ORGANIZATION,,simpsonorganization.com,,531120,,Commercial Real Estate Investment,Verified,,Analyst,1,2026-01-20 13:00:19,
TSC APPAREL,,ssactivewear.com,,424330,,Wholesale Apparel Distribution,Verified,,Analyst,1,2026-01-20 13:00:19,
